ファイル名,アプリ名,価格表示有無,税込表示方式,計価単位,価格の視覚階層,ポイント表示有無,ポイント表示方式,ポイント表示位置,割引表示有無,割引表示方式,取消ポリシー有無,取消ポリシー表示方式,人数選択有無,児童選択有無,人数表示方式,評価表示有無,評価表示方式,CTA文言,特記事項,エラー
agoda-416-1752448316078-9.webp,Agoda,あり,該当なし,表示なし,"小さなグレー字で元値（取消線付き）＋大きな赤字で割引後価格（例：¥188,193に取消線→¥70,398）",なし,該当なし,該当なし,あり,カード左上に赤背景バッジで「62% OFF」「64% OFF」＋元値に取消線＋赤字で割引後価格。また「最大5% OFF」緑バッジ表示あり,なし,該当なし,あり,なし,「大人２名」（空港送迎・ほかの宿泊施設予約セクションにて）,あり,"「★×4.5（星アイコン） 8.6 非常に満足 4,294件のくちコミ」「★×4.5（星アイコン） 9.2 最高！ 1,158件の…（切れ）」",該当なし,「Trip Savings」という英語ラベルが日本語UIに混在しており、ローカライズ未対応の可能性がある点が本地化観点で注目される,
agoda-416-1752448316417-10.webp,Agoda,あり,4泊の料金（税込み）,4泊の料金（税込み）,"小さなグレー字で元値に取消線（¥188,193）＋大きな赤字で割引後価格（¥70,398）",なし,該当なし,該当なし,あり,カード左上に赤バッジで「62% OFF」「64% OFF」＋元値に取消線＋赤字で割引後価格,なし,該当なし,なし,なし,該当なし,あり,"「8.6 非常に満足 4,294件のくちコミ」「9.2 最高! 1,158件の〇」「9.1 最高! 3,998件のクチコミ」「9.2 最高! 1,033件」＋星5段階アイコン",該当なし,「今日は48回予約されました」「今日は7回予約され〇」という緊急性を煽るリアルタイム予約数表示が価格直下に稲妻アイコン付きで表示されており、希少性訴求のローカライズ手法として注目に値する。,
agoda-416-1752448316743-11.webp,Agoda,なし,該当なし,表示なし,該当なし,なし,該当なし,該当なし,あり,"「さらに15% OFF」「ゾロ目の日セール」「最大20（％と推測されるが切れて見えない）」「Up to 5% off On all flights, every day!」",なし,該当なし,なし,なし,該当なし,なし,該当なし,該当なし,「7.7サーマーセール」「ゾロ目の日セール」という日本市場向けのキャンペーン訴求と、「AgodaVIP Platinumメンバー限定の大幅割引を提供している宿泊施設です。」というVIPステータス訴求が同一画面に共存しており、割引訴求とロイヤルティ訴求を並列展開するローカライズ戦略が確認できる。,
agoda-416-1752448317113-12.webp,Agoda,なし,該当なし,表示なし,該当なし,なし,該当なし,該当なし,なし,該当なし,なし,該当なし,なし,なし,該当なし,なし,該当なし,該当なし,画面はダナンの宿泊先一覧（「ダナンの宿泊先をさらにチェック」）で、フィルタータブに「おすすめ」「ビーチ」「優れたサービス」が表示され、各カードには地名ラベル（「ホアハイ」「トークアン」「フオック ミー」）のみ表示されており、価格・評価・ポイントなどの情報は一切表示されていない。,
agoda-416-1752448317775-14.webp,Agoda,あり,該当なし,表示なし,単一価格のみ表示（ヘッダーに「¥1.7K」のみ）,なし,該当なし,該当なし,あり,「割引アラート！」バッジ＋「次の旅行を特別料金で予約できるチャンスです！」テキスト、具体的な割引率・金額は非表示,なし,該当なし,あり,なし,「👥 2」（ハイアット リージェンシー バリ 8月28日 - 8月29日の行程カード内）,なし,該当なし,受け取る,ポップアップにて「厳選ホテル対象 - 最大24時間有効」と緊急性を煽る期限表示が使われており、ユーザー名（UIさん）をパーソナライズして訴求している点が本地化観点で注目される。,
agoda-416-1752448319150-18.webp,Agoda,なし,該当なし,表示なし,単一価格のみ表示（価格なし）,なし,該当なし,該当なし,あり,「Up to 7%」という割引率上限表示（取消線・元値なし）,なし,該当なし,なし,なし,該当なし,なし,該当なし,"今すぐク…, 今すぐク…",クーポン名が「4回目のアプリ予約」「5回目のアプリ予約」と利用回数ベースで命名されており、有効期限「2025年9月30日」が明記されているが、CTAボタンのテキストが「今すぐク…」と途中で切れており全文が確認できない点が本地化品質上の課題。,
agoda-416-1752448319454-19.webp,Agoda,あり,該当なし,表示なし,"大きな黒字で「¥ 2,596」のみ表示（推定割引額として単一表示）",なし,該当なし,該当なし,あり,「Up to 7%」のパーセント表示バッジ（2枚のクーポンそれぞれに表示）,なし,該当なし,なし,なし,該当なし,なし,該当なし,"今すぐク…, 今すぐク…",割引率が英語表記「Up to 7%」のまま日本語UIに混在しており、クーポン名も「4回目のアプリ予約」「5回目のアプリ予約」と日本語で条件が明示されている点、および有効期限が「2025年9月30日」と和暦でなく西暦で表記されている点が本地化観点で注目される。,
agoda-416-1752448320213-21.webp,Agoda,なし,該当なし,表示なし,単一価格のみ表示,なし,該当なし,該当なし,あり,「Up to 7%」（割引率のみ表示、具体的な価格や取消線なし）,なし,該当なし,なし,なし,該当なし,なし,該当なし,今すぐク…,クーポンリスト画面にて「4回目のアプリ予約」「5回目のアプリ予約」という利用回数ベースのクーポン名称と「有効期限：2025年9月30日」という期限表示が併記されており、リピーター向けインセンティブ施策のローカライズ表現として注目される。,
agoda-416-1752448351486-29.webp,Agoda,なし,該当なし,表示なし,該当なし,なし,該当なし,該当なし,あり,「期間限定料金から表示」ラベルに「最大20% OFF」赤バッジ、および割引クーポンセクションに「UP TO 8% OFF」緑バッジ,なし,該当なし,あり,あり,「1部屋 大人２名 子ども０名」,なし,該当なし,"「検索」, 「受け取る」",「まだご検討中ですか？👀 ハイアット リージェンシー バリのお得な料金をチェックしましょう！」という再訪促進クーポンバナーが表示されており、離脱ユーザー向けのリテンション訴求文言が本地化観点で注目される。,
agoda-416-1752448351835-30.webp,Agoda,なし,該当なし,表示なし,価格表示なし,なし,該当なし,該当なし,あり,「割引クーポン」セクションに「UP TO 8% OFF」バッジ表示,なし,該当なし,あり,あり,「1部屋 大人2名 子ども0名」,なし,該当なし,"「検索」, 「受け取る」",「日帰り・デイユース」タブが選択されており、「短時間の利用なら、宿泊よりもお得に部屋を予約できます。」という日帰り利用訴求コピーが表示されている点が本地化観点で注目に値する。,
agoda-416-1752448352152-31.webp,Agoda,なし,該当なし,表示なし,価格表示なし,なし,該当なし,該当なし,なし,該当なし,なし,該当なし,あり,あり,1部屋 大人2名 子ども0名,なし,該当なし,該当なし,「日帰り・デイユース（4〜12時間）」という滞在タイプの説明モーダルが表示されており、「部屋を利用する時間分だけのお支払い」「安全なお支払い、予約を確約、現地発行の身分証明書でチェックイン可能」など、デイユース特有の訴求文言が本地化観点で注目される。,
agoda-416-1752448353823-36.webp,Agoda,なし,該当なし,表示なし,該当なし,なし,該当なし,該当なし,なし,該当なし,なし,該当なし,なし,なし,該当なし,なし,該当なし,OK（4泊）,日付選択画面で「チェックイン日」「チェックアウト日」のラベルと「8月25日（月）」「8月29日（金）」のように曜日を括弧付きで併記し、ツールチップで「8月25日 - 8月29日（4泊）」と滞在泊数を明示する表記が採用されている。,
agoda-416-1752448354599-38.webp,Agoda,なし,該当なし,表示なし,該当なし,なし,該当なし,該当なし,あり,「期間限定料金から表示」ラベルに「最大20% OFF」赤バッジ、および「UP TO 8% OFF」クーポンバッジ,なし,該当なし,あり,あり,「1部屋 大人２名 子ども０名」,なし,該当なし,"「検索」, 「受け取る」",「まだご検討中ですか？👀 ハイアット リージェンシー バリのお得な料金をチェックしましょう！」という再訴求クーポンバナーが表示されており、離脱防止・パーソナライズ訴求の日本語ローカライズ事例として注目される。,
agoda-416-1752448355295-40.webp,Agoda,あり,4泊の料金（税込み）,4泊の料金（税込み）,"大きな赤字で最終価格（¥128,756 / ¥228,847）＋小さなグレー字で元値に取消線（¥464,576）＋赤字で割引率（-51%）",なし,該当なし,該当なし,あり,"元値「¥464,576」に取消線＋赤字「-51%」＋クーポン適用済み表示「「¥11870」適用済み」＋赤字で割引後価格「¥228,847」",なし,該当なし,なし,なし,該当なし,あり,"「9.1 最高！ 4,004件のクチコミ」（星マーク5つ併記）",適用する,「今から60分間限定 - さらに10%OFF！」という緊急性を煽る時間限定オファーバナーが検索結果最上部に表示されており、ユーザーの意思決定を促す本地化施策として注目される。,
agoda-416-1752448355695-41.webp,Agoda,あり,4泊の料金（税込み）,4泊の料金（税込み）,"大きな赤字で割引後価格（¥228,847 / ¥207,128）＋小さなグレー字に取消線で元値（¥464,576 / ¥544,752）＋赤字で割引率（-51%）",なし,該当なし,該当なし,あり,"元値に取消線＋赤字で割引率バッジ（-51%）＋クーポンバッジ「¥11870」適用済み／「¥1953」適用済み＋「特別クーポン適用済み：11,870 ¥ OFF」テキスト＋「キャッシュバック適用後」価格表示",なし,該当なし,なし,なし,該当なし,あり,"9.2 最高！ 8,209件のクチコミ（星5つアイコン付き）","地図, お気に入り",「出張者から高評価」「朝食込み」「タイムセール開催中」「ベストセラー」「バリ島で人気のSNS映えホテル 第4位」など日本市場向けの訴求ラベルが複数併用されており、クーポン金額表示で「¥ OFF」と通貨記号と単位が分離した表記が混在している点が本地化観点で注目される。,
agoda-416-1752448356129-42.webp,Agoda,あり,該当なし,表示なし,"SOLD OUTバッジ表示＋グレー取消線で「¥ 18,937」＋「過去30日間の平均予約料金」と小さく補足",なし,該当なし,該当なし,あり,「¥ 2511 適用済み」バッジ（画面下部に緑色で表示）,なし,該当なし,なし,なし,該当なし,あり,"「8.9 非常に満足 4,666件のクチコミ」（星アイコン4つ併記）","詳細はこちら, 日付を変更する, 地図, お気に入り",長期滞在向けに「1週間以上の滞在なら、料金がさらに最大20% OFF。」という訴求バナーが表示されており、滞在期間に応じた価格優遇の訴求が本地化観点で特徴的。また「完売です…」という売り切れ表現も確認できる。,
agoda-416-1752448356508-43.webp,Agoda,あり,4泊の料金（税込み）,4泊の料金（税込み）,"元値に取消線（¥334,283 / ¥370,678）＋大きな赤字で割引後価格（¥209,032 / ¥150,955）",なし,該当なし,該当なし,あり,"「-37% 本日の割引料金」バッジ＋元値に取消線＋赤字割引後価格、および「『¥19403』適用済み」キャッシュバック表示＋「キャッシュバック適用後 ¥150,955」",あり,「キャンセル無料」,なし,なし,該当なし,あり,"「9.1 最高！ 2,170件のクチコミ」「9.2 最高！ 453件のク[チコミ]（一部切れ）」＋星5つ表示","地図, お気に入り",「バリ島で人気のファミリー向けホテル 第10位」「家族連れの旅行者から高評価」「最近できたばかり」「観光客受け入れ再開」など、ランキング・旅行者属性・施設ステータスを日本語でラベル表示している点が本地化観点で注目される。,
agoda-416-1752448358319-48.webp,Agoda,なし,税金・サービス料金を含む,1泊の平均料金を表示,該当なし,なし,該当なし,該当なし,なし,該当なし,なし,該当なし,なし,なし,該当なし,なし,該当なし,該当なし,料金表示方法として「合計宿泊料金を表示」と「1泊の平均料金を表示」の2択をユーザーが選択可能であり、両方に「税金・サービス料金を含む」と明記されている点が本地化観点で注目に値する。,
agoda-416-1752448368530-0.webp,Agoda,あり,該当なし,表示なし,"料金範囲スライダーに「¥0 － ¥3,022,720」と単一表示のみ",なし,該当なし,該当なし,なし,該当なし,なし,該当なし,なし,なし,該当なし,あり,"星評価：「1★(1,242)」「2★(2,789)」「3★(6,205)」「4★(8,052)」「5★(2,094)」／クチコミ評価スコア：「6以上 良い」「7以上 すごく良い」「8以上 非常に満足」「9以上 最高!」","クリア, 条件検索",クチコミ評価スコアのラベルに「良い」「すごく良い」「非常に満足」「最高!」という感情的表現を用いており、数値スコアと感情ラベルを併記する本地化上注目すべき表現形式が使われている。,
agoda-416-1752448368857-1.webp,Agoda,あり,該当なし,表示なし,"料金範囲スライダーで「¥0 - ¥576,920」と単一テキスト表示のみ",なし,該当なし,該当なし,なし,該当なし,なし,該当なし,なし,なし,該当なし,あり,"星評価：「1★(1,242)」「2★(2,789)」「3★(6,205)」「4★(8,052)」「5★(2,094)」／クチコミ評価スコア：「6以上 良い」「7以上 すごく良い」「8以上 非常に満足」「9以上 最高!」","クリア, 条件検索",クチコミ評価スコアの段階ラベルに「良い」「すごく良い」「非常に満足」「最高!」と感情表現を用いた日本語ローカライズが施されており、数値と定性ラベルを併記する形式が特徴的。,
agoda-416-1752448369182-2.webp,Agoda,なし,該当なし,表示なし,該当なし,なし,該当なし,該当なし,なし,該当なし,なし,該当なし,なし,なし,該当なし,なし,該当なし,"クリア, 条件検索",エリア名（ウブド・チャングー・スミニャック・ウルワツ）および宿泊施設タイプ（ホテル・ゲストハウス/ベッド&ブレックファースト・リゾートヴィラ・リゾート）がカタカナ表記で統一されており、「さらに表示」という展開リンクが両セクションに存在する。,
agoda-416-1752448369503-3.webp,Agoda,なし,該当なし,表示なし,該当なし,なし,該当なし,該当なし,なし,該当なし,なし,該当なし,なし,なし,該当なし,あり,★★（星2つ）、★★★（星3つ）のアイコン表示のみ（数値・件数なし）,"クリア, 条件検索",フィルター条件の地名表記として「クタ」「ヌサ ペニダ」が使用されており、ヌサペニダは中黒なしのスペース区切り表記を採用している点が本地化観点で注目される。,
agoda-416-1752448369827-4.webp,Agoda,あり,該当なし,表示なし,"価格レンジ表示「¥200 - ¥576,920」",なし,該当なし,該当なし,あり,「今から60分間限定 - さらに10% OFF！」バナー表示＋「適用する」リンク,なし,該当なし,なし,なし,該当なし,なし,該当なし,適用する,並び替えオプションとして「条件とのマッチ度が高い順」「料金の低い順」「料金の高い順」「期間限定料金」「星の数（5－0）」「クチコミ評価の高い順」が存在し、「期間限定料金」という並び替え軸は日本市場向けのタイムセール訴求を反映した本地化要素として注目される。,
agoda-416-1752448370157-5.webp,Agoda,あり,4泊の料金（税込み）,4泊の料金（税込み）,"大きな赤字で割引後価格「¥228,847」＋小さなグレー字に取消線で元値「¥464,576」＋赤字で割引率「-51%」",なし,該当なし,該当なし,あり,"元値に取消線「¥464,576」＋赤字バッジ「-51%」＋割引後価格赤字「¥228,847」＋「特別クーポン適用済み：11,870¥ OFF」",なし,該当なし,なし,なし,該当なし,あり,"「9.2 最高！ 8,209件のクチコミ」＋星5つ表示",適用する,「今から60分間限定 - さらに10% OFF！」という時間限定プロモーション表示と「バリ島で人気のSNS映えホテル 第4位」というSNS訴求ラベル、「計算中です…」という価格計算中ステータス表示、「当サイト残り2部屋のみ」という希少性訴求が本地化観点で注目される。,
agoda-416-1752448370820-7.webp,Agoda,あり,4泊の料金（税込み）,4泊の料金（税込み）,"大きな赤字で割引後価格「¥228,847」＋小さなグレー字に取消線で元値「¥464,570」＋赤字で割引率「-51%」",なし,該当なし,該当なし,あり,"元値「¥464,570」に取消線＋赤字バッジ「-51%」＋割引後価格「¥228,847」＋クーポン適用表示「¥11870」適用済み",なし,該当なし,なし,なし,該当なし,あり,"★5（星5つ表示）＋「9.2 最高！」＋「8,209件のクチコミ」","適用する, 21571軒の宿泊施設｜表示…, クリア","「今から60分間限定 - さらに10%OFF！」という時間限定オファーと料金範囲フィルター（¥0〜¥576,920）が表示されており、緊急性訴求と価格フィルタリングのローカライズが確認できる。",
agoda-416-1752448372486-12.webp,Agoda,あり,4泊の料金（税込み）,4泊の料金（税込み）,"元値に取消線（¥117,277）+大きな黒字で割引後価格（¥31,323）、さらにクーポン適用後価格（¥29,353）を別行で表示",あり,キャッシュバック特典額：¥1718.0（キャンペーン規約適用）,ホテル名・評価の下、クーポン表示の上,あり,"元値に取消線（¥117,277）+「キャッシュバック適用後」ラベル付き割引価格（¥31,323）、クーポンコード「5THABCPMC」適用後価格（¥29,353）、2枚目カードに「-58%」バッジ表示",なし,該当なし,なし,なし,該当なし,あり,"8.3 非常に満足 5,124件のクチコミ（★4つ表示あり）",適用する,「今から60分間限定 - さらに10% OFF！」という時間限定オファーバナーと、クーポンコード（5THABCPMC）をお支払いページで適用する形式の二段階割引構造が特徴的で、最終価格が複数段階で表示される本地化上注目すべき価格訴求設計となっている。,
agoda-416-1752448373759-15.webp,Agoda,あり,該当なし,表示なし,"赤字で「¥128,756」の単一価格表示（税表記なし）",なし,該当なし,該当なし,あり,"「特別クーポン適用済み：11,870 ¥ OFF」および検索フォーム内に「最大20% OFF」赤バッジ表示",なし,該当なし,あり,あり,「1部屋 大人２名 子ども０名」,あり,"「9.2 最高！ 8,209件のクチコミ」＋星5つアイコン",「検索」,「出張者から高評価」「朝食込み」「当サイト残り２部屋のみ」など希少性・属性訴求ラベルが価格周辺に集中配置されており、日本語ローカライズとして緊迫感演出の表現が複数併用されている点が注目される。,
agoda-416-1752448374064-16.webp,Agoda,あり,該当なし,表示なし,青字で宿泊施設数のみ表示（例：「5534」「3604」）、価格表示なし,なし,該当なし,該当なし,なし,該当なし,なし,該当なし,なし,なし,該当なし,なし,該当なし,該当なし,検索候補一覧において、価格ではなく「宿泊施設」数（例：「5534 宿泊施設」）を青字で表示しており、エリア分類のラベルとして「市町村」「エリア」を使い分けている点が本地化観点で注目される,
agoda-416-1752448375111-19.webp,Agoda,あり,4泊の料金（税込み）,4泊の料金（税込み）,"元値に取消線（¥430,384）＋大きな赤字で割引後価格（¥185,013）",なし,該当なし,該当なし,あり,"「¥54517」適用済み（バッジ表示）＋元値に取消線＋赤字割引後価格／特別クーポン適用済み：14,611¥ OFF／【¥39,908 OFF!】クーポンコード：AGODA_SPONSORED",なし,該当なし,なし,なし,該当なし,あり,"9.1 最高！ 3,483件のクチコミ（★5つ星表示併記）",適用する,「今から60分間限定 - さらに10% OFF！」というカウントダウン型の緊急性訴求バナーと、「メンバー限定料金」ラベル、「イチ押し」バッジ、「ダナンで人気のプライベートプールがあるホテル 第2位」ランキング表示など、複数の訴求軸が同一カード上に重層的に表示されている点が本地化観点で注目される。,
agoda-416-1752448376187-22.webp,Agoda,あり,該当なし,表示なし,"「最安値」ラベル付きで赤字大きく「¥ 30,813」を単一表示",なし,該当なし,該当なし,なし,該当なし,あり,「無料キャンセル可能」,あり,なし,「２名」,あり,"「9.1 最高！ 3,956件のクチコミ」",「全プランを表示」,「こちらは Agoda Luxe 施設です」という上位ティアブランドラベルが表示されており、ホテルのプレミアム格付けを訴求する本地化上注目すべき要素。,
agoda-416-1752448376507-23.webp,Booking.com,あり,該当なし,表示なし,"赤字で「¥ 30,813」と最安値を大きく表示、上部に小さく「最安値」ラベルあり、元値・取消線なし",なし,該当なし,該当なし,なし,該当なし,あり,「無料キャンセル可能」,あり,なし,「２名」,あり,"「9.1 最高！ 3,956件のクチコミ」",「全プランを表示」,注目ポイントとして「衛生プラス」「お部屋の快適さ／クオリティで高評価」などBooking.com独自の信頼性バッジが日本語で表示されており、ローカライズの深度が高い。,
agoda-416-1752448376851-24.webp,Agoda,あり,該当なし,表示なし,"大きな赤字で「¥ 30,813」と最安値のみ表示（「最安値」ラベル付き）",なし,該当なし,該当なし,なし,該当なし,なし,該当なし,あり,なし,"「2名」（検索バー内に「8月28日 - 8月29日, 2名」と表示）",あり,"「9.1 最高！ 3,956件のクチコミ」および「9.5 最高！ ロケーション評価」",「全プランを表示」,評価ラベルに「最高！」という感情的な修飾語を数値と併記する表現形式が使われており、ロケーション評価にも同様のフォーマットが適用されている点が本地化観点で注目される。,
agoda-416-1752448377201-25.webp,Agoda,あり,該当なし,表示なし,"大きな赤字で「最安値 ¥30,813」のみ表示（元値・取消線なし）",なし,該当なし,該当なし,なし,該当なし,なし,該当なし,あり,なし,2名,なし,該当なし,全プランを表示,「最安値」ラベルを価格の直上に赤字で表示しており、価格訴求の強調手法として本地化観点で注目される。,
agoda-416-1752448377586-26.webp,Agoda,あり,"表示なし（「最安値 ¥30,813」のみ記載、税込・税別の明記なし）",表示なし,"大きな赤字で「最安値 ¥30,813」を単一表示（元値・取消線なし）",なし,該当なし,該当なし,なし,該当なし,なし,該当なし,あり,なし,"「2名」（検索バー内に「8月28日 - 8月29日, 2名」と表示）",なし,該当なし,「全プランを表示」,「お役立ち情報」セクションで朝食料金・空港送迎料金をUSD建て（23 USD、27.5 USD）で表示しており、宿泊料金の円建てと通貨が混在している点が本地化上の注目点。,
agoda-416-1752448377973-27.webp,Agoda,あり,該当なし,表示なし,"大きな赤字で「最安値 ¥30,813」のみ表示（元値・取消線なし）",なし,該当なし,該当なし,なし,該当なし,なし,該当なし,あり,なし,"「8月28日 - 8月29日, 2名」",なし,該当なし,全プランを表示,子どもポリシーとして「0〜5歳」「6〜12歳」「13歳以上は大人とみなされます」という年齢区分の表記が明示されており、検索画面での子供選択肢の有無と対応関係を確認すべき本地化観点あり。,
agoda-416-1752448378283-28.webp,Agoda,あり,該当なし,表示なし,"赤字で「¥ 30,813」と最安値のみ表示（「最安値」ラベル付き）",なし,該当なし,該当なし,なし,該当なし,なし,該当なし,あり,なし,"「2名」（検索バー内に「8月28日 - 8月29日, 2名」と表示）",なし,該当なし,「全プランを表示」,宿泊施設からのお知らせ（Nyepi Religious Day）が英語のまま掲載されており、日本語への翻訳・本地化が未対応；子ども料金ポリシーは「0〜5歳」「6〜12歳」「13歳以上は大人とみなす」と年齢区分が日本語で明記されている点は本地化済み。,
agoda-416-1752448379110-30.webp,Agoda,あり,1泊の料金（税込み）,1泊の料金（税込み）（1部屋、大人2名）,"大きな赤字で「¥ 30,813」＋右上に「チェックした中で最安値です！」の赤いテキストラベル",なし,該当なし,該当なし,なし,該当なし,あり,キャンセルポリシー（ℹ）（詳細リンクのみで具体的な日付・条件は表示なし）／フィルターとして「キャンセル無料」,あり,あり,大人2名 & 子ども1名（0〜12歳）,なし,該当なし,予約する,"朝食オプションが「朝食利用可（1名あたり ¥3,355）」と1名単位の追加料金で明示されており、子ども料金は「0〜12歳のお子さま（追加料金なし）:1名」と括弧書きで条件付き無料を示している点が本地化上の特徴。",
agoda-416-1752448379486-31.webp,Agoda,あり,1泊の料金（税込み）,1泊の料金（税込み）（1部屋、大人2名）,"大きな赤字で最安値（¥30,813）を強調表示し、「チェックした中で最安値です！」の赤テキストラベルを併記。2件目は¥32,573を同様の赤字で表示するが最安値ラベルなし",なし,該当なし,該当なし,なし,該当なし,あり,1件目：「キャンセルポリシー」（詳細テキストなし、チェックマーク付き）／2件目：「2025年8月26日の前日まではキャンセル無料」,あり,あり,大人2名 & 子ども1名（0〜12歳）,なし,該当なし,"予約する, カートに追加, 今すぐ予約！宿泊施設へ直接払い, カートに追加","朝食オプションが「朝食利用可（1名あたり¥3,355）」と1名単位で表示されており、部屋単位でなく人数単位の付加情報として提示されている点が本地化上注目される。",
agoda-416-1752448379848-32.webp,Agoda,あり,1泊の料金（税込み）,1泊の料金（税込み）（1部屋、大人2名）,"大きな赤字で単一価格のみ表示（¥36,095、¥36,180）、元値・取消線なし",なし,該当なし,該当なし,なし,該当なし,あり,「2025年8月26日の前日まではキャンセル無料」「2025年8月25日の前日まではキャンセル無料」,あり,あり,「大人2名 & 子ども1名（0〜12歳）」,なし,該当なし,"「カートに追加 まとめて予約でもっとお得！」, 「今すぐ予約！ 宿泊施設へ直接払い」, 「今すぐ予約！ 後払い」",支払いタイミングの違いで2プランを並列表示しており、「宿泊施設へ直接払い」と「今日予約でも支払いは【2025年8月23日】」という後払いオプションを明示している点が本地化観点で注目される。,
agoda-416-1752448380276-33.webp,Agoda,あり,1泊の料金（税込み）,1泊の料金（税込み）（1部屋、大人2名）,"大きな赤字で価格（¥30,874）、その右下に小さな黒字で「1泊の料金（税込み）（1部屋、大人2名）」",なし,該当なし,該当なし,なし,該当なし,あり,✓ キャンセルポリシー ℹ,あり,なし,大人2名,なし,該当なし,"予約する, カートに追加","朝食オプションが「朝食利用可（1名あたり¥3,355）」と1名単位の追加料金で明示されており、残室数を「当サイトで残り3部屋」と緊急性を煽る形で2箇所に表示している。",
agoda-416-1752448380648-34.webp,Agoda,あり,該当なし,表示なし,"完売済み価格を「料金￥31,504で完売」「料金￥37,996で完売」と単一表示（赤字・取消線なし）",なし,該当なし,該当なし,なし,該当なし,なし,該当なし,あり,なし,2名,なし,該当なし,該当なし,完売済み客室の価格表示に「料金￥○○で完売」という独自フォーマットを使用し、月アイコン（🌙）付きで視覚的に区別している点が本地化観点で特徴的。,
agoda-416-1752448381012-35.webp,Agoda,あり,"¥ 122,376　2泊の料金（税込み）（1部屋、大人2名）",2泊の料金（税込み）（1部屋、大人2名）,"赤字で「チェックした中で最安値です！」＋取消線付き元値「¥ 226,994」＋「-44%」バッジ＋大きな黒字で最終価格「¥ 122,376」",あり,"キャッシュバック特典：¥ 4,125（利用...）",価格表示の直下（料金カード内の最下部）,あり,"元値「¥ 226,994」に取消線＋「-44%」赤字バッジ＋クーポン「¥ 21610」適用済み表示＋「キャッシュバック分を加味した実質料金」の文言",あり,返金不可（格安プラン）,あり,なし,大人2名,あり,評価『とても良い』の朝食利用可（1名...）,予約する！,「キャッシュバック分を加味した実質料金」という表現で割引後の体感価格を訴求する日本市場向けの独自フレーミングが使用されており、単純な割引率表示と異なる本地化アプローチが見られる。,
agoda-416-1752448382887-38.webp,Agoda,あり,2泊の料金（税込み）（1部屋、大人2名）,2泊の料金（税込み）（1部屋、大人2名）,"元値に取消線（¥226,994）＋赤字で割引率（-44%/-39%）＋大きな黒字で実質料金（¥122,376 / ¥132,425）＋緑バッジでクーポン適用額表示",あり,"キャッシュバック特典：¥4,125（利用…） / キャッシュバック特典：¥6,942（利用…）",割引・クーポン情報の直下、CTAボタンの上,あり,"元値に取消線（¥226,994）＋赤字で割引率（-44% / -39%）＋緑バッジ「¥21610」適用済み / 「¥24427」適用済み＋「特別クーポン適用済み：17,485¥ OFF」",あり,返金不可（格安プラン）,あり,なし,大人2名,あり,評価『とても良い』の朝食利用可（1名…） / 評価『とても良い』の朝食込み,予約する,「キャッシュバック分を加味した実質料金」という独自の価格概念を明示しており、表示価格が支払額ではなくキャッシュバック後の実質額である点が本地化上の訴求ポイントとなっている。,
agoda-416-1752448383315-39.webp,Agoda,あり,1泊の料金（税込み）,1泊の料金（税込み）（1部屋、大人2名）,"大きな赤字で「¥30,874」を強調表示し、単一価格のみ表示（元値との比較なし）",なし,該当なし,該当なし,なし,該当なし,あり,✓ キャンセルポリシー ℹ️（具体的な条件は「詳細を見る」リンク先に格納）,あり,なし,大人2名,なし,該当なし,"予約する, カートに追加","「当サイトで残り3部屋」という希少性訴求ラベルと「カップル旅行者に人気」というソーシャルプルーフラベルが画像上に重ねて表示されており、朝食料金を「1名あたり¥3,355」と個人単位で補足表示している点が本地化観点で注目される。",
agoda-416-1752448384016-41.webp,Agoda,なし,該当なし,表示なし,価格表示なし,なし,該当なし,該当なし,なし,該当なし,あり,「キャンセルポリシー」（リンク表示のみ、具体的な内容は画面上に非表示）,あり,なし,「定員：大人２名」「宿泊者数：大人２名」,あり,「9.1 最高！　クチコミ3956件」＋星5つ（★★★★★）,「次へ（最終ページ）」,「当サイトでこのプランはあと3部屋！」という在庫希少性を煽る赤字アラート表示と、「この料金をキープ中... 00:19:57」というカウントダウン形式の価格保持タイマーが併用されており、緊急性訴求の二重構造が本地化観点で特徴的。,
agoda-416-1752448384385-42.webp,Booking.com,なし,該当なし,表示なし,該当なし,なし,該当なし,該当なし,なし,該当なし,なし,該当なし,なし,なし,該当なし,あり,「クチコミ平均スコア 9.1（最高10）の宿泊施設です」,「次へ（最終ページ）」,緊急性訴求として「当サイトでこのプランはあと3部屋！」と画面上部バナー＋画面下部トースト「残り3部屋 - 予約するなら今！」の二重表示、また「この料金をキープ中… 00:19:51」というカウントダウンタイマーによる希少性・時間的プレッシャーの複合演出が実装されている。,
agoda-416-1752448384685-43.webp,Agoda,あり,"合計お支払い額に含まれるもの：Tax ¥ 2,552, サービス料 ¥ 2,807",1部屋 x 1泊,"青背景に白字で大きく最終料金 ¥ 30,874を強調表示、内訳として客室料金（1部屋 x 1泊）¥ 30,874を同サイズで表示、宿泊施設へ直接支払いとして青字で ¥ 30,874（Rp 3,470,620）を併記",なし,該当なし,該当なし,なし,該当なし,なし,該当なし,なし,なし,該当なし,なし,該当なし,次へ（最終ページ）,"現地通貨（インドネシアルピア）と日本円の両建て表示（Rp 3,470,620 ＝ ¥ 30,874）に加え為替変動注意書きあり、また最安値保証「プライスマッチ」バナーおよび「この料金で予約できるのはアゴダで残り3部屋！」という希少性訴求テキストが日本語ローカライズとして注目される。",
